No,Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Count,Azimuth Gap,Location,Agency
423,bmg2019ffbe,2019-03-15T21:56:50.091762Z,-1.192188621,120.0302811,2.80135759,MLv,10,6,139.2507629,"Sulawesi, Indonesia",BMKG
424,bmg2019fezr,2019-03-15T21:11:24.446313Z,-0.7445626855,122.3309479,3.227428055,MLv,10,9,94.80160522,"Minahassa Peninsula, Sulawesi",BMKG
425,bmg2019fezi,2019-03-15T21:00:53.944408Z,-0.7003121972,122.196785,2.500132951,MLv,10,7,132.9038773,"Minahassa Peninsula, Sulawesi",BMKG
426,bmg2019feld,2019-03-15T13:50:59.738198Z,0.3491968215,122.2536697,2.518284128,MLv,141,6,222.2262726,"Minahassa Peninsula, Sulawesi",BMKG
427,bmg2019fehs,2019-03-15T12:06:38.817957Z,-1.908934116,120.727211,3.288522094,MLv,15,12,122.9017258,"Sulawesi, Indonesia",BMKG
428,bmg2019fdqh,2019-03-15T03:19:01.709223Z,-1.427408218,120.0503235,3.658256857,MLv,10,14,128.7780457,"Sulawesi, Indonesia",BMKG
429,bmg2019fcgf,2019-03-14T09:05:44.750435Z,-2.179554701,120.8710098,3.317272191,MLv,10,10,152.5107689,"Sulawesi, Indonesia",BMKG
430,bmg2019fcft,2019-03-14T08:51:31.266928Z,-2.857400179,122.317276,4.445883142,MLv,30,18,69.92368317,"Sulawesi, Indonesia",BMKG
431,bmg2019fcae,2019-03-14T06:02:51.263003Z,-2.781279564,119.4712448,2.693212049,MLv,13,6,269.2039108,"Sulawesi, Indonesia",BMKG
432,bmg2019fcaa,2019-03-14T05:57:51.068452Z,-2.715476274,119.5092697,2.820211314,MLv,21,6,279.3856354,"Sulawesi, Indonesia",BMKG
433,bmg2019fbzf,2019-03-14T05:33:19.989912Z,-1.306243658,120.4201126,3.31751794,MLv,10,13,105.1413116,"Sulawesi, Indonesia",BMKG
434,bmg2019fbqb,2019-03-14T00:55:20.299525Z,1.365022421,125.5627823,3.646604024,MLv,63,14,77.17144775,Northern Molucca Sea,BMKG
435,bmg2019fbnt,2019-03-13T23:45:34.271056Z,1.17421329,121.7061462,3.410519405,MLv,10,8,161.0512466,"Minahassa Peninsula, Sulawesi",BMKG
436,bmg2019fbkr,2019-03-13T22:12:05.997247Z,-3.001377821,119.4595871,3.134384362,MLv,10,8,142.6530151,"Sulawesi, Indonesia",BMKG
437,bmg2019fbkj,2019-03-13T22:02:53.117439Z,0.04038633779,122.2606201,3.729446835,MLv,172,14,85.96692276,"Minahassa Peninsula, Sulawesi",BMKG
438,bmg2019fbjd,2019-03-13T21:25:07.913428Z,-0.1774795055,123.6070099,3.478739509,MLv,101,15,96.19551086,"Minahassa Peninsula, Sulawesi",BMKG
439,bmg2019fbjb,2019-03-13T21:23:22.830874Z,-2.787680149,119.3991852,2.645650635,MLv,10,7,267.0821075,"Sulawesi, Indonesia",BMKG
440,bmg2019fbhu,2019-03-13T20:44:53.375118Z,1.205798507,121.8973694,2.728312387,MLv,10,6,253.415741,"Minahassa Peninsula, Sulawesi",BMKG
441,bmg2019fasm,2019-03-13T13:00:51.721682Z,-3.86343503,122.4644775,3.736918908,MLv,10,12,114.9064298,"Sulawesi, Indonesia",BMKG
442,bmg2019fapr,2019-03-13T11:36:10.673484Z,0.3029765189,122.2810135,4.561655155,MLv,142,30,87.83237076,"Minahassa Peninsula, Sulawesi",BMKG
443,bmg2019fadu,2019-03-13T05:35:49.431505Z,-1.70594275,120.2471008,3.039598962,MLv,11,14,67.08395386,"Sulawesi, Indonesia",BMKG
444,bmg2019ezxq,2019-03-13T02:29:19.619102Z,-1.51985383,119.9907074,3.453777341,MLv,13,14,82.32752991,"Sulawesi, Indonesia",BMKG
445,bmg2019ezwk,2019-03-13T01:51:16.322198Z,-0.03432449698,119.6129837,4.91877433,Mw,10,22,59.35778809,"Minahassa Peninsula, Sulawesi",BMKG
446,bmg2019ezwj,2019-03-13T01:50:46.335755Z,0.01378061716,119.6616974,4.756889258,Mw,10,34,58.51930618,"Minahassa Peninsula, Sulawesi",BMKG
447,bmg2019ezfz,2019-03-12T17:34:25.734676Z,-0.7535470128,122.2825241,3.49831616,MLv,10,15,85.0276413,"Minahassa Peninsula, Sulawesi",BMKG
448,bmg2019ezfd,2019-03-12T17:08:12.899107Z,-2.165850639,120.8682327,3.078050638,MLv,10,10,133.7077942,"Sulawesi, Indonesia",BMKG
449,bmg2019ezbn,2019-03-12T15:18:40.714924Z,-2.995536089,119.1498108,4.223881338,MLv,14,22,169.0239429,"Sulawesi, Indonesia",BMKG
450,bmg2019eytk,2019-03-12T11:13:12.845107Z,-1.486944437,120.0585861,3.26954399,MLv,10,9,129.2688751,"Sulawesi, Indonesia",BMKG
451,bmg2019evux,2019-03-10T20:33:46.553904Z,-2.823071241,119.4645996,2.175806081,MLv,10,9,151.8756552,"Sulawesi, Indonesia",BMKG
452,bmg2019evso,2019-03-10T19:22:03.809024Z,-4.476473331,121.5945129,3.191514693,MLv,10,15,116.9298134,"Sulawesi, Indonesia",BMKG
453,bmg2019eumu,2019-03-10T03:19:43.346149Z,-2.602208853,121.3146667,3.297749708,MLv,10,13,88.9258728,"Sulawesi, Indonesia",BMKG
454,bmg2019euks,2019-03-10T02:16:41.195939Z,-2.584607601,121.3562012,3.333924368,MLv,10,10,85.87739563,"Sulawesi, Indonesia",BMKG
455,bmg2019eueu,2019-03-09T23:16:50.858681Z,-1.389627099,119.8971634,3.040026144,MLv,10,9,147.7651215,"Sulawesi, Indonesia",BMKG
456,bmg2019etxa,2019-03-09T19:21:02.828378Z,-1.29597199,120.0437546,2.526380922,MLv,12,7,144.5403442,"Sulawesi, Indonesia",BMKG
457,bmg2019etle,2019-03-09T13:22:49.963506Z,-0.08721125126,123.1909256,4.196632465,MLv,130,22,111.0037689,"Minahassa Peninsula, Sulawesi",BMKG
458,bmg2019etih,2019-03-09T11:55:12.123635Z,-2.853821754,119.5070419,2.905702491,MLv,10,6,258.7882156,"Sulawesi, Indonesia",BMKG
459,bmg2019etec,2019-03-09T09:47:48.573003Z,-1.225046754,120.2569275,3.844031982,MLv,16,18,62.12109375,"Sulawesi, Indonesia",BMKG
460,bmg2019etdw,2019-03-09T09:41:04.149202Z,0.3093916774,121.8994141,3.595871193,MLv,192,9,68.40509319,"Minahassa Peninsula, Sulawesi",BMKG
461,bmg2019esrt,2019-03-09T03:33:16.950289Z,0.9655652046,122.6224442,3.87682151,MLv,45,10,138.6451874,"Minahassa Peninsula, Sulawesi",BMKG
462,bmg2019esig,2019-03-08T22:45:33.905747Z,-4.841168404,122.0413589,3.388599223,MLv,10,18,107.353447,"Sulawesi, Indonesia",BMKG
463,bmg2019esgn,2019-03-08T21:52:40.408268Z,-0.3094339967,124.8700714,4.448367345,MLv,10,38,44.40066528,Southern Molucca Sea,BMKG
464,bmg2019escr,2019-03-08T19:56:59.028684Z,-0.2607892156,121.9839935,2.530545062,MLv,10,9,137.9571381,"Minahassa Peninsula, Sulawesi",BMKG
465,bmg2019erql,2019-03-08T13:45:26.781745Z,-2.823234081,119.4507065,2.918078228,MLv,11,10,152.9860725,"Sulawesi, Indonesia",BMKG
466,bmg2019erjy,2019-03-08T10:28:19.877157Z,0.7364786267,121.752121,4.095009331,MLv,52,18,97.72208405,"Minahassa Peninsula, Sulawesi",BMKG
467,bmg2019eqeq,2019-03-07T18:39:10.444581Z,-0.8644524813,119.8445358,2.564742198,M,10,6,194.4912338,"Minahassa Peninsula, Sulawesi",BMKG
468,bmg2019eolz,2019-03-06T20:06:20.975108Z,0.2459642887,122.3301849,3.137161428,MLv,135,10,138.292923,"Minahassa Peninsula, Sulawesi",BMKG
469,bmg2019eolm,2019-03-06T19:51:07.236536Z,-0.7558718324,123.5335693,3.299986045,MLv,10,10,120.792984,"Minahassa Peninsula, Sulawesi",BMKG
470,bmg2019eokv,2019-03-06T19:31:13.111706Z,0.5734450817,122.4468613,2.943970169,MLv,56,7,162.1550522,"Minahassa Peninsula, Sulawesi",BMKG
471,bmg2019eodn,2019-03-06T15:49:37.638216Z,0.4440242946,121.7290344,3.121429145,MLv,108,12,130.161087,"Minahassa Peninsula, Sulawesi",BMKG
472,bmg2019ensk,2019-03-06T10:12:45.254242Z,1.187593699,122.1673126,3.492517845,MLv,10,9,201.6787567,"Minahassa Peninsula, Sulawesi",BMKG
473,bmg2019enni,2019-03-06T07:38:53.99814Z,-0.1428642869,122.9862442,2.995735517,MLv,63,9,139.1521072,"Minahassa Peninsula, Sulawesi",BMKG
474,bmg2019elmq,2019-03-05T05:01:19.725617Z,2.084226608,121.0731812,3.768316403,MLv,10,9,121.2484207,Celebes Sea,BMKG
475,bmg2019eljw,2019-03-05T03:37:59.688883Z,-2.712568998,119.502243,3.323141797,MLv,10,9,125.6921148,"Sulawesi, Indonesia",BMKG
476,bmg2019eljh,2019-03-05T03:19:51.369431Z,-0.3816308677,121.9925003,2.872218507,MLv,10,6,133.5714874,"Minahassa Peninsula, Sulawesi",BMKG
477,bmg2019elhm,2019-03-05T02:25:39.694959Z,-2.927052498,119.5108566,3.204824183,MLv,10,11,142.996603,"Sulawesi, Indonesia",BMKG
478,bmg2019elbe,2019-03-04T23:13:32.747198Z,-2.491422415,121.5350418,4.788402731,MLv,22,36,45.6603775,"Sulawesi, Indonesia",BMKG
479,bmg2019ekvm,2019-03-04T20:21:30.409683Z,-2.529428005,121.4190445,2.93676325,MLv,10,7,129.4378815,"Sulawesi, Indonesia",BMKG
480,bmg2019ekue,2019-03-04T19:41:41.979499Z,-2.946258068,119.5418015,3.757762487,MLv,10,14,148.4794693,"Sulawesi, Indonesia",BMKG
481,bmg2019eksh,2019-03-04T18:44:52.038094Z,-2.426004887,121.3920517,3.320438338,MLv,10,18,65.55621338,"Sulawesi, Indonesia",BMKG
482,bmg2019ekrg,2019-03-04T18:13:04.69736Z,-2.490147114,121.4878769,4.918922878,mb,24,83,28.31706142,"Sulawesi, Indonesia",BMKG
483,bmg2019ekmi,2019-03-04T15:44:03.841236Z,-0.03520183265,125.6577225,3.362282004,MLv,19,14,112.531662,Southern Molucca Sea,BMKG
484,bmg2019ekic,2019-03-04T13:35:22.007266Z,0.03608304635,123.1638184,3.071858305,MLv,108,9,143.3498077,"Minahassa Peninsula, Sulawesi",BMKG
485,bmg2019ekbi,2019-03-04T10:10:08.267358Z,-1.916508913,120.2649612,4.567848034,M,157,7,129.0790215,"Sulawesi, Indonesia",BMKG
486,bmg2019ejwo,2019-03-04T07:45:38.813547Z,-1.469590425,120.0374908,3.192161314,MLv,10,12,131.2347717,"Sulawesi, Indonesia",BMKG
487,bmg2019ejsl,2019-03-04T05:40:50.16568Z,-0.0754962489,123.2070236,2.7400297,MLv,130,9,242.9215851,"Minahassa Peninsula, Sulawesi",BMKG
488,bmg2019ejoz,2019-03-04T03:55:36.620722Z,-2.826307058,119.418602,2.894355814,MLv,14,9,261.6538162,"Sulawesi, Indonesia",BMKG
489,bmg2019ejeg,2019-03-03T22:29:50.811664Z,-2.86634326,119.5136948,2.307854346,MLv,10,5,256.7480316,"Sulawesi, Indonesia",BMKG
490,bmg2019eizv,2019-03-03T20:17:12.001737Z,-3.041768312,119.189209,3.005312293,MLv,10,5,165.9863415,"Sulawesi, Indonesia",BMKG
491,bmg2019eiug,2019-03-03T17:27:47.588382Z,1.184043169,124.2205811,3.284140435,MLv,272,13,132.2226219,"Minahassa Peninsula, Sulawesi",BMKG
492,bmg2019eiso,2019-03-03T16:36:55.414315Z,-0.2027048469,122.8709335,3.032420673,MLv,13,7,131.630825,"Minahassa Peninsula, Sulawesi",BMKG
493,bmg2019eish,2019-03-03T16:27:46.176182Z,-1.461228132,123.7420731,3.554038381,MLv,10,14,86.49312592,"Sulawesi, Indonesia",BMKG
494,bmg2019eilb,2019-03-03T12:48:31.19686Z,-1.489418149,120.074379,3.477051333,MLv,10,10,127.6323547,"Sulawesi, Indonesia",BMKG
495,bmg2019eihn,2019-03-03T11:01:46.853314Z,-3.851674795,119.5942535,2.468073246,MLv,10,8,111.958374,"Sulawesi, Indonesia",BMKG
496,bmg2019eihg,2019-03-03T10:52:16.320658Z,-3.659794092,122.1842728,4.222931549,MLv,10,18,60.48419189,"Sulawesi, Indonesia",BMKG
497,bmg2019eigz,2019-03-03T10:45:07.035852Z,-1.507758021,120.1513824,4.938932259,mb,10,84,28.61130524,"Sulawesi, Indonesia",BMKG
498,bmg2019ehvo,2019-03-03T04:58:56.434431Z,-2.811519861,119.4773102,2.576731539,MLv,10,5,264.8786774,"Sulawesi, Indonesia",BMKG
499,bmg2019ehts,2019-03-03T04:03:17.36413Z,-2.86615324,119.5031891,2.555722992,MLv,10,8,213.4652176,"Sulawesi, Indonesia",BMKG
500,bmg2019ehni,2019-03-03T00:49:35.516245Z,-2.150636435,120.3376999,4.051267899,MLv,10,15,111.3213654,"Sulawesi, Indonesia",BMKG
501,bmg2019ehkc,2019-03-02T23:11:37.974743Z,-0.05945645645,123.0739822,2.789280596,MLv,25,6,142.0126457,"Minahassa Peninsula, Sulawesi",BMKG
502,bmg2019ehii,2019-03-02T22:17:54.91186Z,-2.159633875,120.4012604,4.249605506,MLv,10,19,107.5565186,"Sulawesi, Indonesia",BMKG
503,bmg2019egwq,2019-03-02T16:23:20.349493Z,-0.1521052718,123.0168152,3.558801466,MLv,59,13,112.7877197,"Minahassa Peninsula, Sulawesi",BMKG
504,bmg2019egqi,2019-03-02T13:12:00.418458Z,0.003151595127,119.5046082,3.78935414,MLv,10,12,172.782547,"Minahassa Peninsula, Sulawesi",BMKG
505,bmg2019egnu,2019-03-02T11:55:08.802019Z,-1.276214957,120.4333115,3.515704046,MLv,10,15,87.2412262,"Sulawesi, Indonesia",BMKG
506,bmg2019egjl,2019-03-02T09:44:00.098774Z,-2.350883722,120.8735733,3.123549442,MLv,10,12,150.2002678,"Sulawesi, Indonesia",BMKG
507,bmg2019egis,2019-03-02T09:22:01.309474Z,-0.1349369437,123.2523575,3.418130726,MLv,116,11,102.7982635,"Minahassa Peninsula, Sulawesi",BMKG
508,bmg2019egiq,2019-03-02T09:19:43.472192Z,-2.65045619,119.3462906,3.083321902,MLv,10,5,282.7047577,"Sulawesi, Indonesia",BMKG
509,bmg2019egct,2019-03-02T06:21:07.723265Z,-2.723234892,119.4304962,2.859962546,MLv,10,8,275.8252563,"Sulawesi, Indonesia",BMKG
510,bmg2019eftc,2019-03-02T01:27:50.479796Z,-0.04066672176,123.4913254,4.071430323,MLv,103,16,86.40740585,"Minahassa Peninsula, Sulawesi",BMKG
511,bmg2019ghsf,2019-03-31T14:21:45.33655Z,0.1139346659,121.8916626,3.552852017,MLv,123,11,98.33750916,"Minahassa Peninsula, Sulawesi",BMKG
512,bmg2019ghrv,2019-03-31T14:09:53.379488Z,-2.526575804,121.594841,3.623133002,MLv,10,30,65.19584656,"Sulawesi, Indonesia",BMKG
513,bmg2019ghft,2019-03-31T08:04:12.516979Z,-2.86952281,119.5179443,3.541717524,MLv,10,13,145.4562044,"Sulawesi, Indonesia",BMKG
514,bmg2019ilfq,2019-04-30T23:37:25.391124Z,-2.915226698,119.5593033,2.677385086,MLv,10,9,206.0255508,"Sulawesi, Indonesia",BMKG
515,bmg2019ikzc,2019-04-30T20:19:47.562573Z,-1.417170525,119.9347839,2.426684823,MLv,10,9,209.4657898,"Sulawesi, Indonesia",BMKG
516,bmg2019ikxa,2019-04-30T19:17:04.793759Z,-1.822519183,122.5078964,2.371023363,MLv,10,7,213.2742329,"Sulawesi, Indonesia",BMKG
517,bmg2019ikwl,2019-04-30T18:58:37.59094Z,-1.874555469,122.3136673,2.54633707,MLv,10,5,216.5434628,"Sulawesi, Indonesia",BMKG
518,bmg2019iktz,2019-04-30T17:44:34.623407Z,-1.914464116,122.4761047,2.624817244,MLv,10,8,204.8869381,"Sulawesi, Indonesia",BMKG
519,bmg2019iktq,2019-04-30T17:34:30.412198Z,-1.956833839,122.4873428,2.809104017,MLv,10,7,216.2622242,"Sulawesi, Indonesia",BMKG
520,bmg2019iktp,2019-04-30T17:32:43.48333Z,-1.909790158,122.5940247,2.366481342,MLv,10,5,238.5200119,"Sulawesi, Indonesia",BMKG
521,bmg2019ikpx,2019-04-30T15:40:50.670416Z,-3.131156683,119.4683609,2.597415078,MLv,10,10,86.12501526,"Sulawesi, Indonesia",BMKG
522,bmg2019ikoe,2019-04-30T14:48:43.595853Z,0.06624002755,123.3988419,2.964947746,MLv,113,10,197.4431763,"Minahassa Peninsula, Sulawesi",BMKG
523,bmg2019ikjx,2019-04-30T12:38:36.942682Z,-2.028057575,122.5653,2.209590022,MLv,10,6,241.551075,"Sulawesi, Indonesia",BMKG
524,bmg2019ikbn,2019-04-30T08:24:25.936683Z,-1.972124219,122.6123047,2.914728612,MLv,10,7,216.1974812,"Sulawesi, Indonesia",BMKG
525,bmg2019ikat,2019-04-30T08:01:03.041752Z,-1.980746388,122.9794006,4.262805202,M,10,8,242.2486725,"Sulawesi, Indonesia",BMKG
526,bmg2019ikas,2019-04-30T08:01:01.56582Z,-2.010022879,122.5676956,4.055215279,MLv,11,35,71.35618591,"Sulawesi, Indonesia",BMKG
527,bmg2019ijxb,2019-04-30T06:09:15.089421Z,-1.826772571,122.5019302,3.347694756,MLv,10,7,212.9711437,"Sulawesi, Indonesia",BMKG
528,bmg2019ijuh,2019-04-30T04:45:06.830797Z,0.1842341423,121.9403992,2.69446146,MLv,151,6,197.2050018,"Minahassa Peninsula, Sulawesi",BMKG
529,bmg2019ijqj,2019-04-30T02:46:40.391263Z,-0.6460570097,122.4509277,3.016028685,MLv,10,6,165.3721008,"Minahassa Peninsula, Sulawesi",BMKG
530,bmg2019ijmk,2019-04-30T00:47:10.008727Z,-2.942756891,119.5751114,3.595139468,MLv,10,12,182.9996543,"Sulawesi, Indonesia",BMKG
531,bmg2019ijgb,2019-04-29T21:33:45.548092Z,-1.929403901,122.5531693,4.548005813,MLv,10,40,56.08428192,"Sulawesi, Indonesia",BMKG
532,bmg2019ijeq,2019-04-29T20:50:40.547341Z,-1.318907022,120.4250336,3.497830683,MLv,10,14,90.09939575,"Sulawesi, Indonesia",BMKG
533,bmg2019ijaf,2019-04-29T18:37:00.421639Z,-1.847849607,122.5452118,3.929243852,MLv,13,28,55.30509949,"Sulawesi, Indonesia",BMKG
534,bmg2019iiut,2019-04-29T15:51:02.106304Z,-1.904743791,122.5810013,3.590631173,MLv,10,16,141.0759583,"Sulawesi, Indonesia",BMKG
535,bmg2019iipc,2019-04-29T13:00:26.824823Z,-0.3572197855,122.8675232,3.426156992,MLv,67,18,81.69000244,"Minahassa Peninsula, Sulawesi",BMKG
536,bmg2019iiil,2019-04-29T09:38:57.459306Z,-5.979800224,124.0070877,3.814920198,MLv,28,17,115.9598236,Banda Sea,BMKG
537,bmg2019iiby,2019-04-29T06:20:51.42635Z,-2.303985357,122.5111618,2.992953407,MLv,10,5,250.3415241,"Sulawesi, Indonesia",BMKG
538,bmg2019iiab,2019-04-29T05:23:45.886708Z,1.007839441,122.3490067,3.630440224,MLv,10,10,191.0106964,"Minahassa Peninsula, Sulawesi",BMKG
539,bmg2019ihpn,2019-04-29T00:04:31.448586Z,-2.260065317,122.5161362,2.702442845,MLv,10,5,248.687396,"Sulawesi, Indonesia",BMKG
540,bmg2019ihon,2019-04-28T23:34:59.912168Z,-1.891506076,122.4796219,3.676489002,MLv,10,18,107.4160385,"Sulawesi, Indonesia",BMKG
541,bmg2019ihok,2019-04-28T23:30:43.866179Z,-1.905839324,122.5598602,3.169940234,MLv,10,7,219.8035355,"Sulawesi, Indonesia",BMKG
542,bmg2019ihmz,2019-04-28T22:47:36.932841Z,-0.4343467951,123.0042648,3.360117006,MLv,24,12,173.663208,"Minahassa Peninsula, Sulawesi",BMKG
543,bmg2019ihhr,2019-04-28T20:07:22.558486Z,-2.251018047,122.4515839,2.820357846,MLv,10,7,244.996459,"Sulawesi, Indonesia",BMKG
544,bmg2019ihcx,2019-04-28T17:41:53.068621Z,-2.102576017,122.6692886,2.719885625,MLv,36,6,251.0245991,"Sulawesi, Indonesia",BMKG
545,bmg2019igtl,2019-04-28T12:55:55.665976Z,0.274338454,121.9876099,2.851115138,MLv,171,11,94.62086487,"Minahassa Peninsula, Sulawesi",BMKG
546,bmg2019igtk,2019-04-28T12:54:26.657068Z,-2.083055973,122.5913315,3.17743784,MLv,10,6,226.4907141,"Sulawesi, Indonesia",BMKG
547,bmg2019igta,2019-04-28T12:42:45.848698Z,-1.980664015,122.5379257,2.469562767,MLv,10,5,237.6415033,"Sulawesi, Indonesia",BMKG
548,bmg2019igsw,2019-04-28T12:38:01.272246Z,-1.928090692,120.5421677,3.240627778,MLv,10,10,117.9209595,"Sulawesi, Indonesia",BMKG
549,bmg2019iglg,2019-04-28T08:47:39.860105Z,-2.017958403,122.6216507,3.198064386,MLv,10,9,226.9689255,"Sulawesi, Indonesia",BMKG
550,bmg2019igii,2019-04-28T07:18:24.869992Z,-1.830614924,122.6248398,3.037433205,MLv,10,6,237.6110744,"Sulawesi, Indonesia",BMKG
551,bmg2019ighy,2019-04-28T07:07:22.228124Z,-1.974955082,122.5456619,2.52864707,MLv,10,5,237.9125738,"Sulawesi, Indonesia",BMKG
552,bmg2019igfc,2019-04-28T05:40:27.870123Z,-1.954463124,122.5735626,2.628901034,MLv,10,5,238.9506683,"Sulawesi, Indonesia",BMKG
553,bmg2019iged,2019-04-28T05:11:02.792293Z,-2.939537287,119.4299011,2.535667208,MLv,10,9,185.108696,"Sulawesi, Indonesia",BMKG
554,bmg2019igbi,2019-04-28T03:46:34.029916Z,-1.979793191,122.7102737,3.294520819,MLv,14,5,150.8453522,"Sulawesi, Indonesia",BMKG
555,bmg2019igaa,2019-04-28T03:06:19.575811Z,1.726423621,125.5581207,3.902601195,MLv,88,19,88.52478027,Northern Molucca Sea,BMKG
556,bmg2019ifyp,2019-04-28T02:23:19.41244Z,-1.968721867,122.493248,3.551817395,MLv,10,9,217.0288582,"Sulawesi, Indonesia",BMKG
557,bmg2019ifwp,2019-04-28T01:23:01.67286Z,0.2944474518,121.3783417,4.135054241,MLv,179,14,91.35204697,"Minahassa Peninsula, Sulawesi",BMKG
558,bmg2019ifht,2019-04-27T17:53:28.698907Z,-2.066882849,122.5889893,2.975862956,MLv,10,7,165.0873566,"Sulawesi, Indonesia",BMKG
559,bmg2019iewb,2019-04-27T11:58:21.120852Z,-2.044029474,122.4166946,2.889659949,MLv,10,5,232.8648987,"Sulawesi, Indonesia",BMKG
560,bmg2019ievp,2019-04-27T11:44:32.201653Z,-1.804947257,122.5560913,2.269342174,MLv,10,5,230.8098879,"Sulawesi, Indonesia",BMKG
561,bmg2019ievg,2019-04-27T11:33:59.419346Z,-1.967716575,122.5933609,2.376519947,MLv,10,6,240.9025269,"Sulawesi, Indonesia",BMKG
562,bmg2019ietl,2019-04-27T10:38:40.438153Z,-1.976613641,122.4784927,2.566749287,MLv,10,4,233.4316406,"Sulawesi, Indonesia",BMKG
563,bmg2019ierd,2019-04-27T09:29:16.822229Z,-0.6865204573,122.4143906,2.265184412,MLv,86,4,156.9407196,"Minahassa Peninsula, Sulawesi",BMKG
564,bmg2019iela,2019-04-27T06:23:47.660385Z,0.613676846,122.2154541,3.449186596,MLv,10,7,162.2240982,"Minahassa Peninsula, Sulawesi",BMKG
565,bmg2019ieki,2019-04-27T06:03:05.082819Z,-1.540219307,122.9822845,2.98175291,MLv,10,4,267.9164124,"Sulawesi, Indonesia",BMKG
566,bmg2019iefb,2019-04-27T03:23:18.228765Z,-2.28614831,120.8027115,2.806125814,MLv,10,6,180.0382442,"Sulawesi, Indonesia",BMKG
567,bmg2019ieez,2019-04-27T03:20:48.65563Z,-2.038140297,122.5276718,3.273989052,MLv,10,8,221.2992401,"Sulawesi, Indonesia",BMKG
568,bmg2019ieeb,2019-04-27T02:52:46.87272Z,-1.828070164,122.3111954,2.718179196,MLv,10,4,213.4459076,"Sulawesi, Indonesia",BMKG
569,bmg2019iece,2019-04-27T01:56:05.253896Z,-1.984358668,122.6386871,2.748693485,MLv,10,5,244.7155733,"Sulawesi, Indonesia",BMKG
570,bmg2019idue,2019-04-26T21:53:51.726382Z,-0.6102784276,123.0682373,2.97124719,MLv,36,10,176.9036064,"Minahassa Peninsula, Sulawesi",BMKG
571,bmg2019idrf,2019-04-26T20:22:58.490993Z,-1.912272573,122.6717987,3.187655668,MLv,10,11,219.367888,"Sulawesi, Indonesia",BMKG
572,bmg2019idrd,2019-04-26T20:21:33.784846Z,-0.7634528875,119.8270874,2.599729102,MLv,10,10,187.5704851,"Minahassa Peninsula, Sulawesi",BMKG
573,bmg2019idnn,2019-04-26T18:32:04.437531Z,-1.934552908,122.5168991,3.136617615,MLv,10,11,185.2029743,"Sulawesi, Indonesia",BMKG
574,bmg2019idka,2019-04-26T16:45:33.746675Z,-1.52564013,120.2433167,3.0143199,MLv,10,12,112.5211182,"Sulawesi, Indonesia",BMKG
575,bmg2019idhk,2019-04-26T15:25:36.012314Z,-2.176478148,122.6435852,2.726549192,MLv,16,8,200.0497694,"Sulawesi, Indonesia",BMKG
576,bmg2019iddk,2019-04-26T13:25:02.002414Z,-1.960049391,122.5880356,3.493629865,MLv,20,15,88.72412109,"Sulawesi, Indonesia",BMKG
577,bmg2019idap,2019-04-26T11:59:52.776501Z,-1.838609934,122.3741837,2.434197542,MLv,10,5,218.5899429,"Sulawesi, Indonesia",BMKG
578,bmg2019idaj,2019-04-26T11:52:29.59775Z,-1.875597596,122.2864304,2.856729259,MLv,10,7,152.3966522,"Sulawesi, Indonesia",BMKG
579,bmg2019icyp,2019-04-26T10:59:12.185926Z,-1.994876266,122.5260544,3.659643612,MLv,31,18,96.07196808,"Sulawesi, Indonesia",BMKG
580,bmg2019icsi,2019-04-26T07:49:17.154435Z,-2.280961514,120.8958588,3.590132232,MLv,14,17,137.5612869,"Sulawesi, Indonesia",BMKG
581,bmg2019icsf,2019-04-26T07:45:09.452638Z,-1.596899271,122.6727676,2.624176175,MLv,14,5,232.4353447,"Sulawesi, Indonesia",BMKG
582,bmg2019icnj,2019-04-26T05:18:36.829811Z,-1.835345387,122.6302719,3.249988605,MLv,15,9,214.4505692,"Sulawesi, Indonesia",BMKG
583,bmg2019icil,2019-04-26T02:49:58.129564Z,-1.840126395,122.3227081,2.567453727,MLv,10,5,215.0180397,"Sulawesi, Indonesia",BMKG
584,bmg2019icgo,2019-04-26T01:52:25.410174Z,-1.920811534,122.5988693,2.955714119,MLv,10,7,133.0093918,"Sulawesi, Indonesia",BMKG
585,bmg2019icaq,2019-04-25T22:52:28.325372Z,-2.020920277,122.5843887,3.509688338,MLv,10,21,150.5249271,"Sulawesi, Indonesia",BMKG
586,bmg2019ibzq,2019-04-25T22:22:05.392112Z,-2.094594002,122.6706161,2.975079218,MLv,10,8,231.7467237,"Sulawesi, Indonesia",BMKG
587,bmg2019ibyv,2019-04-25T21:57:49.003787Z,-1.899701238,122.4682388,5.586299733,Mw(mB),27,167,31.78250504,"Sulawesi, Indonesia",BMKG
588,bmg2019ibwa,2019-04-25T20:32:53.462566Z,-1.930579782,122.5109024,3.94963922,MLv,10,35,58.53015137,"Sulawesi, Indonesia",BMKG
589,bmg2019ibnw,2019-04-25T16:25:09.987366Z,0.04679986089,123.0252075,3.129582867,MLv,115,11,125.9895706,"Minahassa Peninsula, Sulawesi",BMKG
590,bmg2019ibmt,2019-04-25T15:51:18.811331Z,-2.098681211,122.6641388,3.115653438,MLv,10,8,231.4167418,"Sulawesi, Indonesia",BMKG
591,bmg2019ibik,2019-04-25T13:39:48.755839Z,-2.066476822,122.7486725,2.726673536,MLv,25,5,166.3200073,"Sulawesi, Indonesia",BMKG
