No,Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Count,Azimuth Gap,Location,Agency
3531,bmg2020uufp,2020-10-22T16:15:29.748796Z,-2.331236839,121.4589157,2.366839493,M,10,5,212.2166214,"Sulawesi, Indonesia",BMKG
3532,bmg2020utye,2020-10-22T12:31:19.069706Z,-2.55961442,121.3224792,3.08154863,M,10,25,106.688736,"Sulawesi, Indonesia",BMKG
3533,bmg2020utvm,2020-10-22T11:08:46.014502Z,-2.43375802,121.32724,4.489514196,M,10,40,45.47800446,"Sulawesi, Indonesia",BMKG
3534,bmg2020ustp,2020-10-21T21:04:05.711803Z,0.2812907398,121.9290543,3.896229706,M,178,24,117.3460884,"Minahassa Peninsula, Sulawesi",BMKG
3535,bmg2020usrd,2020-10-21T19:49:00.855052Z,-0.1657073647,124.4723892,4.346665731,M,17,34,56.91822815,Southern Molucca Sea,BMKG
3536,bmg2020usil,2020-10-21T15:25:16.325677Z,-0.05829558149,123.128685,3.563833323,M,128,23,71.15508652,"Minahassa Peninsula, Sulawesi",BMKG
3537,bmg2020urmd,2020-10-21T04:09:12.008523Z,-1.313485384,120.0090408,2.857703193,M,10,20,132.707283,"Sulawesi, Indonesia",BMKG
3538,bmg2020urjd,2020-10-21T02:40:58.836098Z,-1.332675219,119.9556732,2.702602663,M,10,17,147.6713715,"Sulawesi, Indonesia",BMKG
3539,bmg2020urga,2020-10-21T01:03:53.333986Z,-1.272400022,120.0004349,3.365213814,M,10,18,59.45635223,"Sulawesi, Indonesia",BMKG
3540,bmg2020urfz,2020-10-21T01:02:34.254284Z,-1.311794043,120.0037689,3.05638617,M,10,18,44.60388565,"Sulawesi, Indonesia",BMKG
3541,bmg2020urfi,2020-10-21T00:43:02.917572Z,-1.311245918,119.9906235,2.867554053,M,10,16,75.33850861,"Sulawesi, Indonesia",BMKG
3542,bmg2020urex,2020-10-21T00:30:33.492008Z,-1.2943542,119.9807205,4.801176448,M,10,54,43.30462646,"Sulawesi, Indonesia",BMKG
3543,bmg2020uqux,2020-10-20T19:27:06.872449Z,-0.1762243658,124.7726517,4.857407329,M,10,82,49.1424365,Southern Molucca Sea,BMKG
3544,bmg2020uqui,2020-10-20T19:10:15.947937Z,-2.872997522,119.4568863,3.223787374,M,10,32,59.78347778,"Sulawesi, Indonesia",BMKG
3545,bmg2020upry,2020-10-20T04:49:11.810884Z,-2.882218838,119.4332199,2.890948618,M,10,20,69.18377686,"Sulawesi, Indonesia",BMKG
3546,bmg2020upkk,2020-10-20T01:00:18.919726Z,0.7249269485,120.9925232,3.956527881,M,75,26,117.6188126,"Minahassa Peninsula, Sulawesi",BMKG
3547,bmg2020uokt,2020-10-19T12:02:51.107204Z,-0.5933835506,122.0696411,3.274683777,M,10,15,78.0962677,"Minahassa Peninsula, Sulawesi",BMKG
3548,bmg2020uodm,2020-10-19T08:22:09.463073Z,-0.05481822789,125.7781219,4.609638135,M,10,25,88.96206665,Southern Molucca Sea,BMKG
3549,bmg2020unup,2020-10-19T03:52:33.294425Z,-0.1339052022,119.1641235,5.264190159,M,10,7,197.7256546,"Minahassa Peninsula, Sulawesi",BMKG
3550,bmg2020uneu,2020-10-18T19:54:43.695196Z,2.278824568,125.4629517,3.522469102,M,142,10,133.4296417,"Talaud Islands, Indonesia",BMKG
3551,bmg2020umyw,2020-10-18T16:54:17.927849Z,-2.619706631,121.326088,2.441698084,M,10,9,165.9672089,"Sulawesi, Indonesia",BMKG
3552,bmg2020umae,2020-10-18T04:29:00.853787Z,-5.960650921,122.5967941,3.448849167,M,18,16,157.0615692,"Sulawesi, Indonesia",BMKG
3553,bmg2020ulza,2020-10-18T03:51:10.061844Z,-0.2928584516,123.0112991,4.492026477,M,61,65,48.18942261,"Minahassa Peninsula, Sulawesi",BMKG
3554,bmg2020ullk,2020-10-17T20:58:32.591223Z,-6.042162895,122.5629349,4.41110218,M,11,45,140.6774578,Flores Sea,BMKG
3555,bmg2020ujxd,2020-10-17T00:38:00.49043Z,-1.708808303,120.1363449,3.447299468,M,10,17,88.43244171,"Sulawesi, Indonesia",BMKG
3556,bmg2020uiae,2020-10-15T23:52:13.502529Z,1.168720245,120.3564835,5.129657666,M,10,5,346.3371201,"Minahassa Peninsula, Sulawesi",BMKG
3557,bmg2020uhqq,2020-10-15T19:04:31.704991Z,-0.2097471058,122.8885117,2.770669807,M,26,9,79.9550209,"Minahassa Peninsula, Sulawesi",BMKG
3558,bmg2020uhpi,2020-10-15T18:24:54.465365Z,-0.4997320771,123.3926544,2.743684814,M,10,6,143.4873428,"Minahassa Peninsula, Sulawesi",BMKG
3559,bmg2020ugvb,2020-10-15T08:10:12.717825Z,-5.985490322,122.582634,3.389890909,M,18,15,154.7350922,"Sulawesi, Indonesia",BMKG
3560,bmg2020ugoe,2020-10-15T04:41:29.75782Z,1.296486378,119.1798477,5.096606051,M,10,11,256.524353,Celebes Sea,BMKG
3561,bmg2020ugmb,2020-10-15T03:37:20.514645Z,-0.1979087591,123.5546875,3.057472307,M,10,8,153.34515,"Minahassa Peninsula, Sulawesi",BMKG
3562,bmg2020ugha,2020-10-15T01:04:30.867988Z,-0.08598873019,123.2285614,3.108279428,M,154,12,83.16432571,"Minahassa Peninsula, Sulawesi",BMKG
3563,bmg2020uffi,2020-10-14T11:05:30.125521Z,-2.841060638,119.7062073,3.083124848,M,10,22,63.54013062,"Sulawesi, Indonesia",BMKG
3564,bmg2020ueld,2020-10-14T00:53:24.318915Z,-2.162468672,119.0712433,3.558322206,M,10,31,98.58216858,"Sulawesi, Indonesia",BMKG
3565,bmg2020udwu,2020-10-13T17:37:51.046464Z,-0.5949242711,121.8743668,3.286366019,M,10,26,69.24762344,"Minahassa Peninsula, Sulawesi",BMKG
3566,bmg2020ucfo,2020-10-12T19:47:19.028629Z,-0.5938360095,121.9006271,3.706211788,M,10,31,69.18005371,"Minahassa Peninsula, Sulawesi",BMKG
3567,bmg2020uaun,2020-10-12T01:05:28.959007Z,-0.505599916,121.8569641,3.670910794,M,10,17,72.60286713,"Minahassa Peninsula, Sulawesi",BMKG
3568,bmg2020uaqj,2020-10-11T22:59:35.843006Z,0.5640692115,121.4248047,3.072086047,M,71,9,132.0050354,"Minahassa Peninsula, Sulawesi",BMKG
3569,bmg2020ualu,2020-10-11T20:40:07.604556Z,-0.5814222097,121.8402634,3.114451328,M,10,18,69.83353806,"Minahassa Peninsula, Sulawesi",BMKG
3570,bmg2020uajn,2020-10-11T19:31:35.174387Z,-2.462108135,120.8500443,2.430950938,M,10,13,99.58309937,"Sulawesi, Indonesia",BMKG
3571,bmg2020uaji,2020-10-11T19:25:33.853627Z,0.001458113431,124.6410522,3.571368738,M,11,10,160.6054306,"Minahassa Peninsula, Sulawesi",BMKG
3572,bmg2020uagt,2020-10-11T18:07:51.68435Z,-0.7126766443,121.7570877,3.297849466,M,10,22,66.69091034,"Minahassa Peninsula, Sulawesi",BMKG
3573,bmg2020uaas,2020-10-11T15:05:14.327944Z,-2.214106798,122.8211212,2.583760864,M,10,8,255.4471741,"Sulawesi, Indonesia",BMKG
3574,bmg2020tzpx,2020-10-11T09:36:31.818568Z,-0.6511643529,121.78022,4.009218185,M,10,17,67.50859451,"Minahassa Peninsula, Sulawesi",BMKG
3575,bmg2020tzpw,2020-10-11T09:35:15.222906Z,-0.5749107599,121.9026489,3.938275784,M,10,21,69.84786224,"Minahassa Peninsula, Sulawesi",BMKG
3576,bmg2020tzjo,2020-10-11T06:24:14.205996Z,0.1020561308,122.1971893,3.527086827,M,95,11,183.911026,"Minahassa Peninsula, Sulawesi",BMKG
3577,bmg2020tzhn,2020-10-11T05:22:19.212193Z,-1.573748231,120.1499252,3.074479166,M,10,14,88.63142776,"Sulawesi, Indonesia",BMKG
3578,bmg2020tyby,2020-10-10T13:25:54.96944Z,-0.565051496,121.8605957,3.423782682,M,10,13,134.5115891,"Minahassa Peninsula, Sulawesi",BMKG
3579,bmg2020tyap,2020-10-10T12:44:13.293833Z,-0.7299314141,121.9208221,3.52083514,M,10,36,69.87815857,"Minahassa Peninsula, Sulawesi",BMKG
3580,bmg2020tyaj,2020-10-10T12:37:58.141167Z,-0.5421289802,121.8752136,4.202616358,M,10,62,71.16130066,"Minahassa Peninsula, Sulawesi",BMKG
3581,bmg2020txva,2020-10-10T09:55:12.579291Z,-3.043792248,122.7416153,3.178071611,M,28,20,186.7936835,"Sulawesi, Indonesia",BMKG
3582,bmg2020txtm,2020-10-10T09:08:43.791972Z,-6.014247894,122.5106506,5.049792906,M,11,93,35.49091339,Flores Sea,BMKG
3583,bmg2020twoj,2020-10-09T17:28:32.747118Z,-0.6040926576,121.8455658,3.916990488,M,10,26,69.01486588,"Minahassa Peninsula, Sulawesi",BMKG
3584,bmg2020twny,2020-10-09T17:13:19.908229Z,-0.5515152216,121.8378525,3.398917718,M,10,17,70.92646408,"Minahassa Peninsula, Sulawesi",BMKG
3585,bmg2020twln,2020-10-09T15:59:31.517252Z,-1.398549557,120.4191055,2.946245437,M,10,20,60.22612858,"Sulawesi, Indonesia",BMKG
3586,bmg2020tvls,2020-10-09T02:57:21.860397Z,-5.978739738,122.651886,5.498359237,Mw(mB),16,264,27.04968262,"Sulawesi, Indonesia",BMKG
3587,bmg2020tvkq,2020-10-09T02:24:52.04773Z,1.565936327,124.0140762,5.528325451,M,10,10,234.0478973,"Minahassa Peninsula, Sulawesi",BMKG
3588,bmg2020tvkd,2020-10-09T02:09:24.64332Z,-2.173218012,119.1575241,2.755429457,M,10,11,178.5195885,"Sulawesi, Indonesia",BMKG
3589,bmg2020tvhf,2020-10-09T00:40:55.706564Z,-3.180080652,121.1003418,2.574675755,M,10,7,184.4815311,"Sulawesi, Indonesia",BMKG
3590,bmg2020tvgl,2020-10-09T00:17:09.914553Z,-0.194139123,123.0027695,2.579245648,M,142,8,109.7870789,"Minahassa Peninsula, Sulawesi",BMKG
3591,bmg2020tuyk,2020-10-08T20:13:45.254323Z,-1.848444223,122.4971313,2.894740926,M,10,13,179.5291176,"Sulawesi, Indonesia",BMKG
3592,bmg2020tuyi,2020-10-08T20:11:42.679204Z,-1.849083781,122.5087051,3.195402713,M,10,10,180.5195198,"Sulawesi, Indonesia",BMKG
3593,bmg2020ttis,2020-10-07T23:09:35.451325Z,0.6258511543,124.5898972,5.331183861,M,10,11,165.3389816,"Minahassa Peninsula, Sulawesi",BMKG
3594,bmg2020ttin,2020-10-07T23:04:15.25859Z,0.07660026103,123.4176254,4.303356858,M,10,10,115.5184326,"Minahassa Peninsula, Sulawesi",BMKG
3595,bmg2020tsoq,2020-10-07T13:01:30.589082Z,-1.900497794,120.4370193,3.18500437,M,10,21,64.6122551,"Sulawesi, Indonesia",BMKG
3596,bmg2020tsmo,2020-10-07T11:58:20.867078Z,0.5850334167,121.4384689,4.361388489,M,91,43,105.3999519,"Minahassa Peninsula, Sulawesi",BMKG
3597,bmg2020trzs,2020-10-07T05:29:33.609764Z,-0.9070426226,119.8197632,2.49741207,M,10,10,166.2100754,"Minahassa Peninsula, Sulawesi",BMKG
3598,bmg2020tqtr,2020-10-06T13:17:33.200642Z,-0.9008622766,122.0549088,4.712081462,M,10,75,56.39260101,"Minahassa Peninsula, Sulawesi",BMKG
3599,bmg2020tqou,2020-10-06T10:49:33.67235Z,-3.737849236,120.2596588,2.59197843,M,187,11,79.14186859,"Sulawesi, Indonesia",BMKG
3600,bmg2020tqez,2020-10-06T05:52:13.20878Z,0.2432839423,124.6318588,3.225451338,M,31,9,212.4556427,"Minahassa Peninsula, Sulawesi",BMKG
3601,bmg2020tprc,2020-10-05T22:51:32.526275Z,-2.313438892,121.3650513,2.972782305,M,10,15,66.41403198,"Sulawesi, Indonesia",BMKG
3602,bmg2020tppd,2020-10-05T21:51:57.425604Z,-2.306345701,120.7536621,3.447167209,M,10,23,59.09889603,"Sulawesi, Indonesia",BMKG
3603,bmg2020toms,2020-10-05T07:30:51.684114Z,2.268378496,124.7974701,4.696406924,M,203,31,158.4924431,Celebes Sea,BMKG
3604,bmg2020todc,2020-10-05T02:39:16.286523Z,1.078800082,120.5201645,4.024439063,M,10,15,240.6726151,"Minahassa Peninsula, Sulawesi",BMKG
3605,bmg2020tnug,2020-10-04T22:10:15.509941Z,-0.9754881859,122.5285645,4.156725023,MLv,10,39,61.97362518,"Minahassa Peninsula, Sulawesi",BMKG
3606,bmg2020tnld,2020-10-04T17:34:33.830684Z,-2.159626245,119.093399,2.606995659,M,10,14,96.20605469,"Sulawesi, Indonesia",BMKG
3607,bmg2020tnkf,2020-10-04T17:06:57.793827Z,-0.5609502196,122.1102448,4.076433209,M,10,36,68.67327881,"Minahassa Peninsula, Sulawesi",BMKG
3608,bmg2020tnbm,2020-10-04T12:41:41.182223Z,-0.5689509511,122.1327057,3.688867765,M,10,38,68.12269592,"Minahassa Peninsula, Sulawesi",BMKG
3609,bmg2020tlvi,2020-10-03T20:27:14.880094Z,-2.482236624,121.6593781,2.618458827,M,10,12,147.9987183,"Sulawesi, Indonesia",BMKG
3610,bmg2020tlmi,2020-10-03T15:54:14.967378Z,-1.292070389,119.7199402,2.021415119,M,10,12,85.58460617,"Sulawesi, Indonesia",BMKG
3611,bmg2020tkvl,2020-10-03T07:22:37.313425Z,-0.05509741232,123.7445221,3.496991007,M,11,8,97.32800293,"Minahassa Peninsula, Sulawesi",BMKG
3612,bmg2020tkss,2020-10-03T05:59:50.41589Z,-2.888871431,119.4172287,3.049867395,M,10,16,83.27506256,"Sulawesi, Indonesia",BMKG
3613,bmg2020tksn,2020-10-03T05:53:55.351033Z,-3.105819225,119.3524628,2.565293797,M,10,10,95.39806366,"Sulawesi, Indonesia",BMKG
3614,bmg2020tkpb,2020-10-03T04:09:11.476898Z,-0.3558023274,123.2281494,4.29620117,M,56,36,58.10497284,"Minahassa Peninsula, Sulawesi",BMKG
3615,bmg2020tkeb,2020-10-02T22:35:47.313283Z,0.28580603,121.7524796,3.26251943,M,203,17,116.8285599,"Minahassa Peninsula, Sulawesi",BMKG
3616,bmg2020tkal,2020-10-02T20:46:20.656936Z,-3.166622162,119.6333542,1.829753903,M,10,11,99.96234131,"Sulawesi, Indonesia",BMKG
3617,bmg2020tjfa,2020-10-02T09:56:32.39778Z,-0.207453534,122.9011688,2.747577695,M,31,9,126.1352196,"Minahassa Peninsula, Sulawesi",BMKG
3618,bmg2020tjdb,2020-10-02T08:56:59.426128Z,0.7394980192,121.4782867,4.594869588,M,15,31,111.8520584,"Minahassa Peninsula, Sulawesi",BMKG
3619,bmg2020tibd,2020-10-01T18:50:34.000701Z,-2.446171045,120.7430191,2.178692139,M,10,15,97.97560883,"Sulawesi, Indonesia",BMKG
3620,bmg2020vkew,2020-10-31T10:04:01.458956Z,-1.323507309,120.0239182,2.555997461,M,10,6,240.5930634,"Sulawesi, Indonesia",BMKG
3621,bmg2020vjwr,2020-10-31T05:56:04.016307Z,-1.41522789,121.0863342,3.084035149,M,10,18,63.95874023,"Sulawesi, Indonesia",BMKG
3622,bmg2020xoaz,2020-11-30T23:46:07.475091Z,-2.33320713,119.1003952,3.097006921,M,10,17,163.7108784,"Sulawesi, Indonesia",BMKG
3623,bmg2020xnlg,2020-11-30T15:46:44.412367Z,-0.5329621434,122.1605301,2.980293098,MLv,10,14,79.14332581,"Minahassa Peninsula, Sulawesi",BMKG
3624,bmg2020xnjy,2020-11-30T15:06:48.021823Z,-2.622521877,120.9028397,2.790554501,M,10,13,152.276268,"Sulawesi, Indonesia",BMKG
3625,bmg2020xnjc,2020-11-30T14:40:57.142958Z,0.1829062849,121.8344421,2.514045542,M,142,10,148.6423798,"Minahassa Peninsula, Sulawesi",BMKG
3626,bmg2020xnii,2020-11-30T14:17:52.066444Z,-5.692522526,122.1584167,2.838855831,M,10,6,191.1658669,"Sulawesi, Indonesia",BMKG
3627,bmg2020xndr,2020-11-30T11:56:58.095146Z,0.6538811922,120.8929367,2.86677475,M,45,8,149.004364,"Minahassa Peninsula, Sulawesi",BMKG
3628,bmg2020xmzs,2020-11-30T09:56:20.87123Z,0.529601872,121.4750366,2.859553949,M,94,16,113.0719223,"Minahassa Peninsula, Sulawesi",BMKG
3629,bmg2020xmne,2020-11-30T03:36:39.201027Z,-0.4411156476,122.0778198,2.964434595,M,10,10,133.8275967,"Minahassa Peninsula, Sulawesi",BMKG
3630,bmg2020xmgv,2020-11-30T00:24:39.660088Z,-0.02951862477,122.5942993,3.236553008,M,10,7,110.9847412,"Minahassa Peninsula, Sulawesi",BMKG
3631,bmg2020xmfm,2020-11-29T23:43:31.444243Z,-1.353981733,119.811554,2.323207187,M,10,5,125.2187445,"Sulawesi, Indonesia",BMKG
3632,bmg2020xmer,2020-11-29T23:19:11.631907Z,-0.1020111516,123.4283905,2.728486999,M,129,13,212.3248444,"Minahassa Peninsula, Sulawesi",BMKG
3633,bmg2020xlwx,2020-11-29T19:23:37.10331Z,0.3780249953,120.2764816,2.88412085,M,10,6,164.9189186,"Minahassa Peninsula, Sulawesi",BMKG
3634,bmg2020xlsd,2020-11-29T16:59:21.888753Z,-0.01051289216,124.5821915,3.066232115,M,10,7,280.0194244,Southern Molucca Sea,BMKG
3635,bmg2020xllh,2020-11-29T13:31:39.333098Z,0.5240647793,120.4100342,3.821351596,M,10,19,164.1401176,"Minahassa Peninsula, Sulawesi",BMKG
3636,bmg2020xliw,2020-11-29T12:18:26.651992Z,0.5057576895,120.3663101,3.641664777,M,10,9,167.2246704,"Minahassa Peninsula, Sulawesi",BMKG
3637,bmg2020xlis,2020-11-29T12:14:12.796638Z,0.6294311285,120.4696045,4.407824319,M,10,25,96.90441132,"Minahassa Peninsula, Sulawesi",BMKG
3638,bmg2020xlin,2020-11-29T12:07:41.834185Z,0.4780629575,120.5251846,2.867765687,MLv,10,8,147.6492043,"Minahassa Peninsula, Sulawesi",BMKG
3639,bmg2020xkrc,2020-11-29T03:19:34.454366Z,0.6584296227,120.2747192,3.039573267,M,10,9,191.2871056,"Minahassa Peninsula, Sulawesi",BMKG
3640,bmg2020xkof,2020-11-29T01:51:42.785865Z,0.5360260606,120.462616,2.892495876,M,10,9,159.3441868,"Minahassa Peninsula, Sulawesi",BMKG
3641,bmg2020xknz,2020-11-29T01:44:24.729067Z,0.591791749,121.8600616,2.647167719,M,22,9,167.4421616,"Minahassa Peninsula, Sulawesi",BMKG
3642,bmg2020xkmb,2020-11-29T00:46:42.393485Z,0.580494523,120.3195343,3.670049895,MLv,10,14,179.0863266,"Minahassa Peninsula, Sulawesi",BMKG
3643,bmg2020xkij,2020-11-28T22:54:24.286443Z,0.6239870191,120.2700195,3.211245811,M,10,13,201.9068565,"Minahassa Peninsula, Sulawesi",BMKG
3644,bmg2020xkhw,2020-11-28T22:39:03.682483Z,1.47667706,120.3648834,2.804100662,M,10,7,266.6656189,"Minahassa Peninsula, Sulawesi",BMKG
3645,bmg2020xkfz,2020-11-28T21:42:56.663774Z,0.6217660904,120.321434,4.018802809,MLv,10,43,105.9582443,"Minahassa Peninsula, Sulawesi",BMKG
3646,bmg2020xkfq,2020-11-28T21:31:52.323989Z,0.7462142706,120.4392624,2.962733771,M,42,20,182.2972221,"Minahassa Peninsula, Sulawesi",BMKG
3647,bmg2020xkfi,2020-11-28T21:22:09.868783Z,0.5982285142,120.2920837,3.03818229,M,10,21,183.6683578,"Minahassa Peninsula, Sulawesi",BMKG
3648,bmg2020xkez,2020-11-28T21:12:05.534881Z,-0.1049401611,120.8699875,2.967704811,M,15,27,86.68896484,"Minahassa Peninsula, Sulawesi",BMKG
3649,bmg2020xkep,2020-11-28T21:00:25.809655Z,-2.304512262,122.1944122,4.345198977,MLv,10,52,79.27107239,"Sulawesi, Indonesia",BMKG
3650,bmg2020xkao,2020-11-28T18:58:25.024963Z,0.5050095916,120.3706284,2.849017626,M,10,12,166.6974678,"Minahassa Peninsula, Sulawesi",BMKG
3651,bmg2020xjzd,2020-11-28T18:14:54.705912Z,1.183852911,120.0549698,2.856667823,M,21,10,259.5168533,"Minahassa Peninsula, Sulawesi",BMKG
3652,bmg2020xjzc,2020-11-28T18:13:49.437821Z,-2.259215355,120.5884857,2.292201367,M,10,14,105.4668121,"Sulawesi, Indonesia",BMKG
3653,bmg2020xjza,2020-11-28T18:11:03.439024Z,-2.599359274,120.5711899,1.891097207,M,17,8,168.7283401,"Sulawesi, Indonesia",BMKG
3654,bmg2020xjys,2020-11-28T18:01:35.620219Z,0.9302406311,120.0461502,2.77966646,M,10,16,237.314949,"Minahassa Peninsula, Sulawesi",BMKG
3655,bmg2020xjxx,2020-11-28T17:37:25.903648Z,0.5448645353,120.3796539,4.284992709,MLv,10,25,97.3800087,"Minahassa Peninsula, Sulawesi",BMKG
3656,bmg2020xjxt,2020-11-28T17:32:37.605423Z,0.6314997077,120.2602005,4.157444666,MLv,10,22,190.1679077,"Minahassa Peninsula, Sulawesi",BMKG
3657,bmg2020xjxn,2020-11-28T17:26:11.792476Z,0.6020163298,120.3084335,4.741092525,MLv,10,58,88.36724854,"Minahassa Peninsula, Sulawesi",BMKG
3658,bmg2020xjwj,2020-11-28T16:50:42.424342Z,0.562687993,120.4700394,2.969091953,M,10,24,160.7844086,"Minahassa Peninsula, Sulawesi",BMKG
3659,bmg2020xjvu,2020-11-28T16:33:58.753049Z,0.5389181972,120.4436035,2.849782548,M,10,18,161.7299862,"Minahassa Peninsula, Sulawesi",BMKG
3660,bmg2020xjvi,2020-11-28T16:19:28.64928Z,0.5814236999,120.1756134,3.272341994,M,10,24,194.1026382,"Minahassa Peninsula, Sulawesi",BMKG
3661,bmg2020xjve,2020-11-28T16:14:27.11112Z,0.6481980085,120.3385773,3.542751183,M,10,30,107.0073051,"Minahassa Peninsula, Sulawesi",BMKG
3662,bmg2020xjtd,2020-11-28T15:13:26.12605Z,0.3826185465,122.7649689,2.024514496,M,87,10,93.1750946,"Minahassa Peninsula, Sulawesi",BMKG
3663,bmg2020xjrk,2020-11-28T14:20:05.699161Z,0.7864248753,120.0349579,3.406903934,M,10,31,225.5635376,"Minahassa Peninsula, Sulawesi",BMKG
3664,bmg2020xjrb,2020-11-28T14:14:23.271706Z,0.4513185024,120.4337845,4.484875322,M,10,24,155.3321457,"Minahassa Peninsula, Sulawesi",BMKG
3665,bmg2020xjqx,2020-11-28T14:04:52.278048Z,0.6258240938,120.2615356,3.182604732,MLv,10,18,189.4855042,"Minahassa Peninsula, Sulawesi",BMKG
3666,bmg2020xjpf,2020-11-28T13:14:17.58511Z,-1.011158586,122.7979279,2.862138226,M,15,14,133.1868591,"Sulawesi, Indonesia",BMKG
3667,bmg2020xjgh,2020-11-28T08:43:58.035005Z,-0.1409249306,122.9602127,2.972262073,M,33,12,90.44535828,"Minahassa Peninsula, Sulawesi",BMKG
3668,bmg2020xizv,2020-11-28T05:27:51.124028Z,0.9850857854,123.9381332,2.918626268,M,10,9,260.2339935,"Minahassa Peninsula, Sulawesi",BMKG
3669,bmg2020xiua,2020-11-28T02:31:24.858132Z,-2.299240589,119.0029831,2.770870732,M,10,7,207.5840645,"Sulawesi, Indonesia",BMKG
3670,bmg2020xisa,2020-11-28T01:31:32.546237Z,0.6921595931,120.2609863,3.016801801,MLv,10,10,185.5087013,"Minahassa Peninsula, Sulawesi",BMKG
3671,bmg2020xiqz,2020-11-28T00:59:58.550524Z,-0.04654904455,123.3850784,3.662035013,M,133,20,72.5911293,"Minahassa Peninsula, Sulawesi",BMKG
3672,bmg2020xiqj,2020-11-28T00:41:13.603977Z,-2.611909628,120.7822952,2.076759085,M,10,6,206.327179,"Sulawesi, Indonesia",BMKG
3673,bmg2020xiln,2020-11-27T22:14:33.397696Z,0.4957349896,120.28965,3.697159338,M,10,6,212.2802429,"Minahassa Peninsula, Sulawesi",BMKG
3674,bmg2020xhzt,2020-11-27T16:16:43.995113Z,1.039100766,119.9366608,3.877300448,MLv,10,10,254.7068405,Celebes Sea,BMKG
3675,bmg2020xhra,2020-11-27T11:52:57.544319Z,0.6722893715,120.2653809,3.170672996,M,10,15,193.6078644,"Minahassa Peninsula, Sulawesi",BMKG
3676,bmg2020xhqz,2020-11-27T11:50:54.387977Z,0.3290810287,121.978981,2.532204047,M,157,9,107.9757843,"Minahassa Peninsula, Sulawesi",BMKG
3677,bmg2020xhqj,2020-11-27T11:33:13.732293Z,-0.6334257722,121.8119431,2.554126187,M,59,8,97.72368622,"Minahassa Peninsula, Sulawesi",BMKG
3678,bmg2020xhpv,2020-11-27T11:16:38.245993Z,0.7294896841,120.3088379,3.067982667,MLv,14,16,194.9795914,"Minahassa Peninsula, Sulawesi",BMKG
3679,bmg2020xhfa,2020-11-27T05:49:05.508395Z,-5.748346329,122.3273468,3.752792879,M,10,17,122.0358963,"Sulawesi, Indonesia",BMKG
3680,bmg2020xhbn,2020-11-27T04:03:04.258439Z,-4.671729088,124.4543076,5.296655716,M,10,10,134.8046722,Banda Sea,BMKG
3681,bmg2020xgxb,2020-11-27T01:47:49.179781Z,-0.2677409053,120.91716,5.542399764,M,10,14,198.3179092,"Minahassa Peninsula, Sulawesi",BMKG
3682,bmg2020xgum,2020-11-27T00:29:44.821066Z,-1.633086562,120.2799835,3.323595449,M,10,16,83.86400223,"Sulawesi, Indonesia",BMKG
3683,bmg2020xgpb,2020-11-26T21:44:51.658939Z,0.1516897678,122.5179672,3.529766706,M,140,15,93.95157623,"Minahassa Peninsula, Sulawesi",BMKG
3684,bmg2020xgea,2020-11-26T16:09:46.880006Z,-1.654738188,120.1929626,2.887389719,M,10,18,35.32946777,"Sulawesi, Indonesia",BMKG
3685,bmg2020xgdy,2020-11-26T16:07:37.209373Z,-0.02561085299,123.3294067,2.379529605,M,140,10,152.0181046,"Minahassa Peninsula, Sulawesi",BMKG
3686,bmg2020xgds,2020-11-26T16:00:59.219574Z,-2.809600592,119.4291382,2.249877001,M,10,7,76.51657104,"Sulawesi, Indonesia",BMKG
3687,bmg2020xgcm,2020-11-26T15:23:57.651149Z,-1.635457039,120.2703781,2.363194467,M,10,6,118.2382812,"Sulawesi, Indonesia",BMKG
3688,bmg2020xgcd,2020-11-26T15:13:01.802073Z,-0.08352453262,123.868103,2.419869103,M,10,9,208.723423,"Minahassa Peninsula, Sulawesi",BMKG
3689,bmg2020xfqp,2020-11-26T09:23:08.124519Z,0.8649762869,122.3743439,2.222597033,M,165,9,136.8384094,"Minahassa Peninsula, Sulawesi",BMKG
3690,bmg2020xfou,2020-11-26T08:28:59.429785Z,0.4696072638,124.0315857,3.18875656,M,188,10,168.3291779,"Minahassa Peninsula, Sulawesi",BMKG
3691,bmg2020xfjy,2020-11-26T06:02:05.478165Z,1.334756732,122.2934036,2.110860025,ML,10,5,260.376358,"Minahassa Peninsula, Sulawesi",BMKG
3692,bmg2020xfjc,2020-11-26T05:35:44.600046Z,-5.054131508,125.34478,6.019504412,M,192,10,156.5654678,Banda Sea,BMKG
3693,bmg2020xewc,2020-11-25T23:01:18.890501Z,0.6413478255,121.6663742,4.064511933,M,200,9,195.2469711,"Minahassa Peninsula, Sulawesi",BMKG
3694,bmg2020xdti,2020-11-25T08:29:20.136653Z,1.543248773,123.4077988,2.268201358,ML,10,7,315.8451996,"Minahassa Peninsula, Sulawesi",BMKG
3695,bmg2020xdry,2020-11-25T07:47:55.937491Z,1.420897365,122.9799576,2.484235863,M,10,6,298.7080994,"Minahassa Peninsula, Sulawesi",BMKG
3696,bmg2020xdms,2020-11-25T05:09:40.031098Z,1.226528168,122.5685272,2.093428202,M,14,7,237.6791687,"Minahassa Peninsula, Sulawesi",BMKG
3697,bmg2020xdho,2020-11-25T02:33:15.945574Z,-0.2318718135,124.1791077,4.054323905,MLv,57,24,89.60066223,Southern Molucca Sea,BMKG
